Iteration	Posterior	Likelihood	Prior	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates[101]	branch_rates[102]	branch_rates[103]	branch_rates[104]	branch_rates[105]	branch_rates[106]	branch_rates[107]	branch_rates[108]	branch_rates[109]	branch_rates[110]	branch_rates[111]	branch_rates[112]	branch_rates[113]	branch_rates[114]	branch_rates[115]	branch_rates[116]	branch_rates[117]	branch_rates[118]	branch_rates[119]	branch_rates[120]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	pi[1]	pi[2]	pi[3]	pi[4]	root_time	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
100	-35281.3	-35357.5	76.1718	0.1408904	0.0532689	0.0403447	0.0265153	0.0267048	0.144329	0.0493488	0.064057	0.0443311	0.0412908	0.0139334	0.0717961	0.111767	0.0635669	0.0377054	0.0228715	0.146178	0.0407473	0.0626442	0.0264836	0.0542907	0.0312551	0.0706394	0.0518919	0.0636911	0.0510155	0.0196397	0.0565781	0.0225492	0.0632506	0.0413278	0.0453773	0.0968473	0.0552929	0.0427553	0.0656695	0.168449	0.0708762	0.024352	0.03425	0.115404	0.0683655	0.0749054	0.0671891	0.0979242	0.0267788	0.0866646	0.0196504	0.0316754	0.033512	0.026907	0.0446934	0.0360285	0.0696168	0.0795659	0.0540449	0.0596551	0.0469938	0.0388576	0.0670216	0.0821714	0.0772814	0.0555546	0.0423041	0.0847998	0.11748	0.205198	0.0781316	0.0198533	0.0374088	0.0871956	0.0205978	0.0543468	0.028977	0.0367435	0.019762	0.031215	0.0201381	0.0839212	0.0827661	0.099698	0.0487854	0.0654523	0.0148263	0.0609132	0.0827819	0.0988566	0.0109209	0.0675339	0.0612795	0.0228492	0.0791548	0.13588	0.0756789	0.0199698	0.103346	0.103308	0.0111517	0.0939424	0.0675709	0.0400485	0.0182993	0.074352	0.116124	0.329054	0.13423	0.0791923	0.0930294	0.0342576	0.0423448	0.0223389	0.0329664	0.0605109	0.063551	0.110887	0.0364402	0.0372304	0.0249961	0.101457	0.0836862	0.0209691	0.08027879	0.4302042	0.06061166	0.0880702	0.241156	0.295937	0.032544	0.263642	0.0786499	0.06257539	0.270798	0.201223	0.238878	0.2891	1.499551	0.5697958	0.065672	-2.922878	0.6321321	0.399591
110	-35292.9	-35363.6	70.7228	0.1408904	0.0382697	0.0259021	0.0425362	0.0298794	0.150925	0.0583892	0.0406158	0.0512058	0.0569702	0.014441	0.0768055	0.081539	0.0760234	0.0334062	0.0239408	0.164827	0.042312	0.0818318	0.029525	0.0548727	0.0344796	0.0828767	0.0409958	0.050095	0.0653237	0.0253103	0.0554511	0.0261752	0.0368302	0.0413831	0.0880507	0.0993457	0.0538302	0.0339415	0.0975838	0.165418	0.140065	0.0216305	0.0285062	0.0814342	0.068026	0.0533489	0.0666649	0.153017	0.0353545	0.0948548	0.0103082	0.0271066	0.0416461	0.0209224	0.0569854	0.0441308	0.0800884	0.0781048	0.0753866	0.0685139	0.0609717	0.0402306	0.0698072	0.0637531	0.0782628	0.0922611	0.0388376	0.0945567	0.119929	0.20122	0.0631767	0.0211319	0.052392	0.138731	0.0291328	0.107346	0.0299387	0.0638611	0.0109779	0.0218517	0.0221573	0.0897991	0.0869618	0.0847467	0.0555645	0.0818422	0.0192276	0.0742152	0.0872322	0.100269	0.0266854	0.0505211	0.0637688	0.0290723	0.0878367	0.0900867	0.0685368	0.0263029	0.0988346	0.0699242	0.00790528	0.0433728	0.0918175	0.0385451	0.0265345	0.0621569	0.0987301	0.149357	0.181544	0.120996	0.104294	0.0228094	0.0379464	0.0273111	0.04331	0.0556963	0.0838586	0.113314	0.0447335	0.058716	0.023569	0.0693855	0.0924401	0.0326773	0.08027879	0.4302042	0.06061166	0.0890461	0.235235	0.296711	0.0312729	0.264332	0.0834025	0.06466984	0.265963	0.207129	0.235344	0.291564	1.499538	0.5697958	0.06664694	-2.913026	0.6398122	0.4093596
120	-35309	-35371	61.9515	0.1408904	0.0215742	0.0217909	0.0327098	0.0340692	0.153825	0.136076	0.0502224	0.0270227	0.0392263	0.0172232	0.0672789	0.0983229	0.0636604	0.0368179	0.0217777	0.151876	0.0518659	0.104496	0.0314291	0.0473171	0.0277542	0.0723483	0.0478916	0.0532822	0.04748	0.0272622	0.0640639	0.0326185	0.0572768	0.0411074	0.0410836	0.0869001	0.0291511	0.0492175	0.107767	0.128531	0.152601	0.0175502	0.0356538	0.0839946	0.0746745	0.0607451	0.0769064	0.12196	0.0381167	0.103681	0.0188721	0.0177216	0.022291	0.0301624	0.035188	0.045477	0.0663689	0.0885071	0.0587856	0.0695523	0.0486916	0.0508668	0.0740166	0.0692796	0.105425	0.0556702	0.0760705	0.0460255	0.0517071	0.382455	0.0314014	0.0229748	0.0498852	0.0607041	0.0266069	0.0332333	0.0320994	0.0647061	0.0101483	0.0200108	0.0289981	0.153311	0.0433121	0.0697315	0.0665783	0.0603037	0.0296138	0.0381106	0.0301029	0.105907	0.0421176	0.0708219	0.0600605	0.0288685	0.107109	0.0768878	0.0806916	0.0242088	0.200259	0.0375669	0.00841203	0.0490869	0.358246	0.0756698	0.0257282	0.128682	0.0608599	0.125509	0.154471	0.04858	0.0943488	0.0337892	0.0386066	0.0219422	0.034618	0.0461134	0.0797205	0.149371	0.0332209	0.0520779	0.0315803	0.134265	0.081717	0.0162896	0.08027879	0.4302042	0.06061166	0.0921606	0.237833	0.296747	0.0279561	0.268363	0.0769405	0.06575476	0.268244	0.204649	0.240455	0.286651	1.500978	0.5697958	0.08096236	-2.796755	0.7523086	0.5659683
130	-35301.2	-35367.2	66.0468	0.1408904	0.0208422	0.0352639	0.0772605	0.0201387	0.13934	0.117167	0.0496697	0.0280945	0.0599376	0.0162063	0.0636682	0.086448	0.0627319	0.039061	0.0226145	0.131731	0.0355528	0.0677053	0.0282547	0.0455423	0.0219581	0.0919017	0.0461571	0.0856811	0.0559306	0.0149886	0.0558969	0.0247032	0.0369609	0.0129384	0.0388843	0.0796719	0.0281505	0.0374146	0.0740221	0.156217	0.0424646	0.0254836	0.0376924	0.10481	0.0665069	0.0674889	0.109426	0.107936	0.0164446	0.0780335	0.0132727	0.0362809	0.0467217	0.0407371	0.0716502	0.0394112	0.0514797	0.0697197	0.0581149	0.0736679	0.0564526	0.0469669	0.0740977	0.0836893	0.0955577	0.0449754	0.0494105	0.0620709	0.0362082	0.349202	0.0316874	0.0203338	0.025629	0.0992226	0.0205755	0.0444814	0.0293805	0.0786674	0.0141151	0.0356335	0.0300239	0.153672	0.0528235	0.0865453	0.0530728	0.0741254	0.0226653	0.034155	0.0464845	0.074559	0.0286679	0.0629001	0.0639106	0.0230876	0.0940669	0.0511362	0.0761781	0.0245704	0.0896532	0.135897	0.00426499	0.0687684	0.0172808	0.0775935	0.0437833	0.104237	0.173984	0.162719	0.192812	0.0614402	0.11783	0.121222	0.0312165	0.0193776	0.0229203	0.0481834	0.0549989	0.141503	0.0892031	0.0639145	0.0372197	0.189032	0.078446	0.0191378	0.08027879	0.4302042	0.06061166	0.0959249	0.236823	0.304274	0.0297459	0.260571	0.0726613	0.06403075	0.275145	0.203859	0.232068	0.288929	1.499787	0.5697958	0.066095	-2.956774	0.6929814	0.4802232
140	-35309.6	-35369.6	59.9475	0.1408904	0.0317217	0.0294264	0.104826	0.0192086	0.142817	0.104972	0.0743893	0.0153826	0.0505491	0.0187159	0.0617994	0.076586	0.0701944	0.0388761	0.0397293	0.156721	0.0391149	0.0467893	0.0320754	0.0548379	0.0289302	0.0632299	0.059714	0.0599416	0.05657	0.0153576	0.0643272	0.0348301	0.0667465	0.0398952	0.0268823	0.0704651	0.0310364	0.0399642	0.100714	0.144971	0.0307315	0.0260567	0.0286334	0.0887678	0.0765268	0.055752	0.115622	0.114432	0.0198641	0.073468	0.0192337	0.0218987	0.0398859	0.0306764	0.0250704	0.0487522	0.0512586	0.0764888	0.064436	0.0879328	0.0518767	0.0491746	0.0832988	0.0760909	0.0953298	0.12412	0.0441426	0.063137	0.0397902	0.317974	0.0535795	0.0183209	0.0360869	0.183192	0.0268572	0.0488836	0.0276773	0.135602	0.013111	0.0237794	0.0178623	0.160998	0.0390521	0.0841234	0.0662958	0.0658256	0.0177898	0.0518839	0.0812117	0.0415297	0.0530765	0.045078	0.0826204	0.0285233	0.0991181	0.0582086	0.0808484	0.0214449	0.278352	0.076084	0.00631864	0.0863102	0.109949	0.0843858	0.0341192	0.144075	0.161323	0.202512	0.155671	0.026785	0.073358	0.100342	0.0288483	0.01735	0.0201849	0.0264519	0.0817188	0.090995	0.0777058	0.0557476	0.0169848	0.140781	0.0450351	0.0196139	0.08027879	0.4302042	0.06061166	0.0841937	0.230257	0.303653	0.0279235	0.267115	0.0868581	0.06646927	0.274019	0.202946	0.232931	0.290105	1.500765	0.5697958	0.06888532	-2.951127	0.7427183	0.5516305
150	-35303.9	-35370.4	66.498	0.1408904	0.0251376	0.027389	0.0989856	0.0285411	0.153199	0.130055	0.0889447	0.0492124	0.0528635	0.0176116	0.0602046	0.0724232	0.0720507	0.0253608	0.0290788	0.150748	0.0406608	0.0520162	0.02487	0.0401188	0.0264712	0.0613869	0.0496717	0.0559104	0.0886836	0.0153439	0.0531014	0.059595	0.0669389	0.029818	0.0581883	0.111546	0.0269061	0.0382913	0.0916414	0.157423	0.0315407	0.0183618	0.0351983	0.0743323	0.067078	0.0541861	0.101765	0.103247	0.0178993	0.109034	0.0140478	0.0326482	0.0515635	0.0322544	0.0519534	0.0358362	0.0973595	0.0853858	0.0857124	0.0804448	0.0427237	0.0510174	0.0755466	0.080075	0.0672539	0.118069	0.0606597	0.0687192	0.0278044	0.301458	0.0902813	0.0117148	0.0148241	0.0811016	0.023208	0.0580759	0.0353426	0.0836104	0.0144715	0.0358538	0.0238288	0.120939	0.0561828	0.128045	0.0730612	0.0783435	0.0243624	0.0429984	0.0437669	0.0574763	0.09526	0.0580428	0.0505263	0.0246129	0.0952578	0.0635236	0.0960946	0.025031	0.155033	0.0434569	0.00900766	0.0923095	0.0457098	0.0497113	0.0258791	0.0676239	0.0747224	0.309869	0.275733	0.0446019	0.101711	0.0243937	0.0303012	0.0132694	0.0344282	0.0436701	0.0747182	0.0256081	0.039531	0.0761587	0.0349688	0.124727	0.0841488	0.0358075	0.08027879	0.4302042	0.06061166	0.0925336	0.225923	0.308925	0.0240317	0.267996	0.0805907	0.0653875	0.267636	0.20719	0.240826	0.284348	1.499987	0.5697958	0.06472747	-2.981205	0.6980476	0.4872704
160	-35302.1	-35368.4	66.2727	0.1408904	0.0403739	0.0168292	0.0617668	0.0147561	0.157269	0.131299	0.0607684	0.0216632	0.0627499	0.0170662	0.0606285	0.0767167	0.0769043	0.0354844	0.0282446	0.151316	0.0357137	0.0340004	0.0243149	0.0526742	0.0224066	0.074126	0.0485816	0.0656475	0.0929975	0.0194924	0.0578915	0.032473	0.0708253	0.0319566	0.0583341	0.080201	0.0532182	0.0411557	0.0901275	0.159921	0.0575698	0.0170003	0.0441088	0.07803	0.0758439	0.0773606	0.0908263	0.147789	0.0265503	0.0835484	0.0205577	0.0338885	0.0363704	0.0265466	0.050622	0.0303449	0.0622012	0.0709744	0.0730388	0.064723	0.042307	0.0460634	0.0639961	0.0684202	0.0658409	0.107868	0.0663378	0.0566811	0.0432551	0.125157	0.0609791	0.0235276	0.0182275	0.19371	0.0292963	0.0951758	0.054846	0.0665669	0.013163	0.0375117	0.0212484	0.115025	0.0800107	0.111303	0.0598277	0.0637653	0.0282809	0.0612769	0.0727463	0.0576155	0.050623	0.0722463	0.0637982	0.0282576	0.0925	0.0435323	0.0815196	0.034385	0.120419	0.0449225	0.0140456	0.117705	0.123865	0.0159558	0.0341562	0.0531654	0.145489	0.258954	0.313931	0.0587099	0.085813	0.0532898	0.037474	0.0253298	0.0351429	0.0327005	0.0679458	0.113807	0.247302	0.0901887	0.0316428	0.0409295	0.137921	0.0337645	0.08027879	0.4302042	0.06061166	0.0878264	0.22456	0.313711	0.0297729	0.262724	0.0814052	0.06732709	0.268471	0.209918	0.23871	0.2829	1.499947	0.5697958	0.06852822	-2.897238	0.6583736	0.4334558
170	-35291.7	-35358.8	67.0819	0.1408904	0.0296991	0.0225267	0.0958602	0.0180082	0.153293	0.143219	0.0610263	0.0357728	0.0980839	0.0166192	0.058378	0.0815639	0.0921428	0.0391583	0.0276674	0.180105	0.0347573	0.0469787	0.0337779	0.0495241	0.0304137	0.0653999	0.0479365	0.0587972	0.0603281	0.0240379	0.0494309	0.0478365	0.0449715	0.0264248	0.0391691	0.0939905	0.0266853	0.0555511	0.096184	0.158015	0.0511165	0.0168363	0.0425176	0.106583	0.0736392	0.0731712	0.093807	0.120174	0.0302133	0.11123	0.0169607	0.0278875	0.0364099	0.0347046	0.0423857	0.03805	0.0869469	0.0752686	0.077071	0.0860533	0.0612144	0.0556272	0.0847947	0.0762056	0.0773863	0.0865909	0.107132	0.0684991	0.0628366	0.128361	0.0620778	0.0110087	0.0351031	0.155415	0.0210025	0.0833425	0.0501444	0.053037	0.0198642	0.0290908	0.025535	0.097165	0.091291	0.158952	0.0531096	0.0714984	0.0232768	0.0677971	0.0505153	0.0541555	0.0184695	0.0738274	0.0529771	0.0361215	0.108963	0.0377667	0.0940893	0.0377974	0.0503127	0.0509422	0.00982788	0.0930525	0.094739	0.0239603	0.0221137	0.0892379	0.0980875	0.236865	0.308634	0.0197841	0.0839297	0.144188	0.0465091	0.0210041	0.0579859	0.0327921	0.0947957	0.0586604	0.0794177	0.0509259	0.0218949	0.0329723	0.0691498	0.040237	0.08027879	0.4302042	0.06061166	0.0875447	0.236684	0.299308	0.0306023	0.263172	0.0826894	0.06582019	0.275236	0.209744	0.225802	0.289218	1.499993	0.5697958	0.06702125	-2.95732	0.7135463	0.5091483
180	-35318.7	-35388.1	69.3473	0.1408904	0.051919	0.0289789	0.0503587	0.0371521	0.139937	0.13702	0.0576439	0.0468877	0.0881784	0.018201	0.0497257	0.0589631	0.116676	0.0378993	0.0207186	0.156671	0.0341249	0.0320534	0.0447208	0.0457642	0.0320227	0.0741979	0.054776	0.0661922	0.0415222	0.0201302	0.0589932	0.0379058	0.0431122	0.0247635	0.0306115	0.0754625	0.0547788	0.0497625	0.0939868	0.139484	0.0833391	0.0165947	0.0317226	0.0923443	0.0721175	0.0650294	0.0974741	0.130297	0.0347575	0.0956813	0.00887025	0.0179638	0.0496443	0.0302783	0.0445277	0.0283134	0.0534966	0.078049	0.0873156	0.0694181	0.0432945	0.0483361	0.0876903	0.067011	0.0755851	0.0775258	0.118729	0.0741668	0.0416086	0.148811	0.0732866	0.0169249	0.0247603	0.0860668	0.0235269	0.0792837	0.0257144	0.0911908	0.0139788	0.0360623	0.0257304	0.183059	0.146409	0.171841	0.0623012	0.0799123	0.0227981	0.0539693	0.0342523	0.0587756	0.0367387	0.0792383	0.0561854	0.0329343	0.112291	0.0501364	0.0743689	0.0265169	0.0572805	0.030445	0.0208341	0.0853873	0.110712	0.015689	0.0267512	0.0986968	0.0595541	0.210762	0.194425	0.0289157	0.0522118	0.141695	0.0346061	0.0185529	0.0346223	0.0200422	0.0790169	0.100528	0.0429838	0.0932688	0.0193015	0.0482275	0.118738	0.0798454	0.08027879	0.4302042	0.06061166	0.0855335	0.240407	0.304016	0.0355137	0.255886	0.0786434	0.0643553	0.274381	0.21026	0.230582	0.284776	1.500156	0.5697958	0.06097845	-2.969333	0.5866834	0.3441974
190	-35274.4	-35354.6	80.1744	0.1408904	0.028118	0.0264436	0.0384368	0.030675	0.1418	0.0871362	0.0819622	0.0447404	0.060242	0.0175782	0.0597574	0.0659125	0.0712631	0.0358389	0.0278884	0.152409	0.0462178	0.0681522	0.0256342	0.0445049	0.0410465	0.0705693	0.0605638	0.0593219	0.0324005	0.022361	0.045876	0.0340782	0.0445678	0.0304887	0.0731449	0.0745226	0.0499204	0.043153	0.0591219	0.141128	0.0411567	0.0190658	0.0447695	0.0765342	0.0755585	0.0735325	0.103362	0.139011	0.0237441	0.102354	0.0193734	0.0339188	0.0405885	0.0310125	0.062984	0.0347478	0.0688388	0.0742499	0.0800787	0.084922	0.0541769	0.0412404	0.0808762	0.0667104	0.0742072	0.0981008	0.0707357	0.0738347	0.0166962	0.0657881	0.0775511	0.0308206	0.0294628	0.0344716	0.0314577	0.0598701	0.0313697	0.0975551	0.014216	0.0229136	0.0263739	0.155602	0.158522	0.131049	0.0623234	0.0658661	0.0154292	0.0710603	0.0504027	0.0530165	0.0648774	0.085178	0.0615529	0.0209368	0.111103	0.05926	0.0741401	0.0381307	0.0270808	0.0308073	0.0140991	0.105207	0.0954516	0.00934232	0.0891407	0.0691725	0.110034	0.151341	0.27376	0.036132	0.0597415	0.0991857	0.0368517	0.0264273	0.0386909	0.0348033	0.127253	0.0489714	0.0183172	0.0617294	0.0235789	0.0531007	0.0704241	0.0594365	0.08027879	0.4302042	0.06061166	0.0853417	0.237131	0.300785	0.0337694	0.262378	0.0805944	0.06178115	0.271642	0.194374	0.240008	0.293976	1.500215	0.5697958	0.06338957	-2.942119	0.6060748	0.3673266
200	-35286	-35359.3	73.3116	0.1408904	0.0287321	0.0528088	0.0598336	0.0318224	0.142976	0.0974775	0.0957071	0.052232	0.0618153	0.0123588	0.0620033	0.0755099	0.0980174	0.0348155	0.0228743	0.191623	0.0299373	0.0561419	0.0291458	0.0584807	0.0394804	0.0661422	0.060711	0.0553428	0.0238237	0.0213563	0.0513736	0.032058	0.0533214	0.0262826	0.0402274	0.09335	0.0443964	0.0496232	0.103987	0.143226	0.0517349	0.028202	0.0388661	0.0873396	0.0830002	0.0677145	0.103557	0.120844	0.0176545	0.0894558	0.020609	0.0277499	0.0311425	0.0385395	0.100467	0.034581	0.0460023	0.0954812	0.0697454	0.0869972	0.0429958	0.0351082	0.0805368	0.069651	0.0861937	0.0561553	0.0917394	0.0889312	0.0205777	0.062902	0.0391229	0.0311341	0.0294765	0.0228085	0.0229525	0.0335818	0.0304271	0.0823492	0.0168833	0.0234483	0.0300184	0.201946	0.0945036	0.0674446	0.0578562	0.0455756	0.0168434	0.34212	0.048887	0.0607235	0.0406582	0.134989	0.050305	0.0203996	0.095572	0.0671974	0.0959192	0.0334045	0.0674127	0.0261216	0.00909213	0.105811	0.0858131	0.0259505	0.0245376	0.0686308	0.0473406	0.0909203	0.213401	0.0177982	0.0602456	0.0772325	0.0661219	0.021004	0.0345432	0.0401714	0.145155	0.114333	0.01941	0.072674	0.0203556	0.0770454	0.0483187	0.0655182	0.08027879	0.4302042	0.06061166	0.0931438	0.237862	0.303249	0.0242499	0.265731	0.0757639	0.06295828	0.27202	0.200497	0.233621	0.293862	1.499765	0.5697958	0.06500902	-2.913239	0.6000169	0.3600203
210	-35296.9	-35372.7	75.8071	0.1408904	0.0202084	0.0416548	0.0324281	0.0274354	0.10731	0.0386546	0.0650073	0.0520782	0.0754553	0.0182741	0.0683369	0.0828521	0.0936295	0.0360485	0.0331938	0.133763	0.0505053	0.137669	0.0289839	0.0517798	0.040603	0.0648039	0.0632713	0.0581525	0.0377161	0.0180128	0.0484835	0.0289678	0.075569	0.0164661	0.0590741	0.11368	0.0509703	0.0499779	0.0576401	0.146117	0.0433851	0.0221553	0.0465197	0.130949	0.0818874	0.0932089	0.0496523	0.105129	0.036608	0.0743084	0.021347	0.0317697	0.0279442	0.0486247	0.0457506	0.0458006	0.0425689	0.109814	0.0912981	0.0891679	0.0523531	0.050376	0.0770854	0.081106	0.0649479	0.0714373	0.0930054	0.0674699	0.0124487	0.109833	0.0235428	0.0218186	0.0282012	0.0212798	0.0233872	0.0367892	0.0297393	0.0577682	0.0117819	0.0257724	0.0198153	0.168615	0.0348712	0.0807314	0.052452	0.0548214	0.0248279	0.242585	0.0579034	0.064514	0.0389226	0.122739	0.0530842	0.0323482	0.109026	0.0656524	0.117905	0.0548971	0.0699619	0.0489274	0.0161244	0.103959	0.0931821	0.0334749	0.0415667	0.119563	0.120727	0.109575	0.150465	0.0992952	0.0717671	0.0684808	0.0507376	0.0241356	0.0555462	0.0451159	0.0503151	0.0724368	0.0227259	0.0547906	0.0239603	0.0368001	0.0436075	0.0378372	0.08027879	0.4302042	0.06061166	0.0915905	0.233895	0.29907	0.0305917	0.2613	0.0835521	0.06152997	0.273494	0.201584	0.238384	0.286539	1.498771	0.5697958	0.05456621	-3.104196	0.6258682	0.391711
220	-35287.1	-35378.8	91.74	0.1408904	0.019325	0.0452004	0.0365265	0.0329713	0.117766	0.0437419	0.115672	0.0303375	0.0541449	0.0141488	0.0532201	0.0804623	0.056178	0.0313935	0.0263549	0.115684	0.0493698	0.0531046	0.0258585	0.0586687	0.0392398	0.0680516	0.0686156	0.0645045	0.0605239	0.0269071	0.0624704	0.0426327	0.0485315	0.0335885	0.0760465	0.0862588	0.0432468	0.0463401	0.0772642	0.154955	0.0469642	0.016352	0.0304004	0.0903054	0.0632315	0.0791723	0.0731844	0.0813211	0.0198311	0.107488	0.0304026	0.0238274	0.030292	0.0461718	0.0421723	0.0452782	0.0323877	0.0909768	0.0661535	0.0919363	0.0740742	0.0571963	0.0933641	0.0681393	0.0652916	0.0409644	0.0826175	0.0643847	0.0408965	0.0832642	0.0307699	0.0330617	0.0865976	0.02492	0.0344962	0.0234879	0.0291105	0.0819522	0.0260738	0.0264992	0.0299335	0.190702	0.0890028	0.0978911	0.0559879	0.0445256	0.0328248	0.0802222	0.0518753	0.0513159	0.0953849	0.0864055	0.0603259	0.0286119	0.103203	0.0421022	0.116979	0.0471645	0.125465	0.026328	0.0115212	0.0656561	0.105286	0.0152004	0.0233028	0.118455	0.0991813	0.0387717	0.204318	0.0586686	0.0577349	0.0650874	0.0543856	0.0251807	0.0544577	0.0383813	0.0902375	0.0418244	0.0328163	0.0613444	0.0184197	0.04791	0.0388654	0.0332338	0.08027879	0.4302042	0.06061166	0.0915471	0.241955	0.294852	0.0306727	0.26465	0.0763229	0.05909008	0.266348	0.202548	0.239326	0.291778	1.499958	0.5697958	0.05738739	-3.039114	0.6019696	0.3623675
230	-35286.7	-35371.9	85.1118	0.1408904	0.0193083	0.06423	0.0371953	0.018314	0.11585	0.0394717	0.143983	0.0238205	0.0487867	0.0128383	0.0465467	0.0682613	0.0543872	0.0341146	0.0315645	0.128798	0.0449767	0.0444544	0.0210909	0.0471535	0.0353778	0.0673684	0.0706283	0.0783311	0.0399509	0.0183826	0.0977612	0.0289325	0.0697517	0.0309032	0.048894	0.0886658	0.0351398	0.0531383	0.100847	0.149179	0.076589	0.01958	0.0379634	0.112572	0.0703157	0.102852	0.0806166	0.128536	0.0131993	0.0843845	0.0284293	0.0267115	0.0465647	0.0337414	0.0211918	0.0442116	0.0510431	0.0796885	0.0787234	0.0960087	0.0596492	0.0747253	0.0797508	0.0914301	0.0759774	0.0576494	0.0816439	0.0528435	0.0189147	0.0533887	0.0391171	0.0225123	0.0463867	0.02229	0.0271635	0.0548861	0.031143	0.105022	0.0357789	0.0274556	0.024809	0.144526	0.0690521	0.117617	0.065024	0.0575175	0.0277904	0.0763799	0.0598234	0.0510305	0.0876873	0.0592606	0.0492873	0.0296425	0.097058	0.0725494	0.0649928	0.0216634	0.146598	0.0308114	0.0169864	0.0803041	0.128035	0.0196908	0.0253239	0.0734476	0.0793028	0.0458654	0.185895	0.0351677	0.0686908	0.0434029	0.0638369	0.0171086	0.0424341	0.0370624	0.142417	0.040416	0.049089	0.0672382	0.0279395	0.054591	0.0843894	0.0518906	0.08027879	0.4302042	0.06061166	0.0919341	0.245594	0.303789	0.0274239	0.254199	0.077061	0.05985578	0.275653	0.200822	0.234563	0.288961	1.499728	0.5697958	0.06581641	-2.903685	0.6046465	0.3655974
240	-35282.8	-35368.4	85.6266	0.1408904	0.0242077	0.0459003	0.0271801	0.0150048	0.116315	0.0386951	0.133572	0.0209148	0.0485367	0.0124407	0.0476576	0.081505	0.0744229	0.0307311	0.0240955	0.0987419	0.0538992	0.0445272	0.0269962	0.045796	0.0305668	0.0578147	0.0647427	0.0704539	0.0572321	0.016393	0.070196	0.0373416	0.0591518	0.0258989	0.0454896	0.0989495	0.0223112	0.0499524	0.073266	0.162061	0.0949238	0.020408	0.0329302	0.0721569	0.0656721	0.0769515	0.0896403	0.0978058	0.0531104	0.0753282	0.0197671	0.0326071	0.0368156	0.0370533	0.0548402	0.0554249	0.0523325	0.0966483	0.0715993	0.0924927	0.0505534	0.0519958	0.0883171	0.0673267	0.0792811	0.0867888	0.091628	0.0391567	0.0208466	0.113075	0.0748681	0.0247395	0.0577764	0.0291429	0.0371115	0.0275544	0.0440627	0.0571469	0.0540714	0.0172049	0.0264634	0.144878	0.0909584	0.0823474	0.0595518	0.0971957	0.00983377	0.0532282	0.0668407	0.0456045	0.0952864	0.052746	0.0396348	0.0307103	0.0977449	0.12195	0.144158	0.0269922	0.0421332	0.0360774	0.0210996	0.0809973	0.134079	0.0292859	0.0459168	0.0689049	0.0375229	0.0570561	0.171189	0.0334277	0.0994625	0.0487858	0.0791785	0.031015	0.0318176	0.0369158	0.144025	0.0668568	0.0109	0.0572872	0.0172604	0.0420287	0.0688563	0.0441315	0.08027879	0.4302042	0.06061166	0.085591	0.239179	0.298914	0.0257085	0.265208	0.0853989	0.05930376	0.273155	0.20792	0.231077	0.287848	1.499746	0.5697958	0.05906486	-2.998919	0.582752	0.3395999
